player_id,firstName,lastName,nationality,birthCity,birthDate,birthMonth,birthMonthName
8475254,Gabriel,Dumont,CAN,Ville Degelis,1990-10-06,10,October
8471296,Alexei,Emelin,RUS,Togliatti,1986-04-25,4,April
8475174,Jared,Cowen,CAN,Saskatoon,1991-01-25,1,January
8467831,Jeff,Halpern,USA,Washington,1976-05-03,5,May
8467950,Craig,Anderson,USA,Park Ridge,1981-05-21,5,May
8475739,Michael,Bournival,CAN,Shawinigan,1992-05-31,5,May
8470760,Marc,Methot,CAN,Ottawa,1985-06-21,6,June
8471299,Peter,Regin,DNK,Herning,1986-04-16,4,April
8474605,Patrick,Wiercioch,CAN,Burnaby,1990-09-12,9,September
8474884,Mike,Hoffman,CAN,Kitchener,1989-11-24,11,November
8471976,David,Desharnais,CAN,Laurier-Station,1986-09-14,9,September
8474688,Greg,Pateryn,USA,Sterling Heights,1990-06-20,6,June
8470324,Josh,Gorges,CAN,Kelowna,1984-08-14,8,August
8474250,Zack,Smith,CAN,Maple Creek,1988-04-05,4,April
8474134,Yannick,Weber,CHE,Morges,1988-09-23,9,September
8474056,P.K.,Subban,CAN,Toronto,1989-05-13,5,May
8464956,Chris,Phillips,CAN,Calgary,1978-03-09,3,March
8476195,Cory,Conacher,CAN,Burlington,1989-12-14,12,December
8476470,Nathan,Beaulieu,CAN,Strathroy,1992-12-05,12,December
8475183,Louis,Leblanc,CAN,Pointe-Claire,1991-01-26,1,January
8468635,Travis,Moen,CAN,Stewart Valley,1982-04-06,4,April
8471504,Rene,Bourque,CAN,Lac La Biche,1981-12-10,12,December
8471229,Petteri,Nokelainen,FIN,Imatra,1986-01-16,1,January
8471663,Mike,Blunden,CAN,Toronto,1986-12-15,12,December
8471862,Colin,Greening,CAN,St. John's,1986-03-09,3,March
8458951,Sergei,Gonchar,RUS,Chelyabinsk,1974-04-13,4,April
8474775,Robert,Mayer,CZE,Havirov,1989-10-09,10,October
8474578,Erik,Karlsson,SWE,Landsbro,1990-05-31,5,May
8470378,Andre,Benoit,CAN,St. Albert,1984-01-06,1,January
8476244,Raphael,Diaz,CHE,Baar,1986-01-09,1,January
8471670,Guillaume,Latendresse,CAN,Ste-Catherine,1987-05-24,5,May
8474068,Kyle,Turris,CAN,New Westminster,1989-08-14,8,August
8474024,Jim,O'Brien,USA,Maplewood,1989-01-29,1,January
8474189,Lars,Eller,DNK,Rodovre,1989-05-08,5,May
8469474,Colby,Armstrong,CAN,Lloydminster,1982-11-23,11,November
8460621,Daniel,Alfredsson,SWE,Gothenburg,1972-12-11,12,December
8465914,Francis,Bouillon,USA,New York City,1975-10-17,10,October
8475913,Mark,Stone,CAN,Winnipeg,1992-05-13,5,May
8476205,Stephane,Da Costa,FRA,Paris,1989-07-11,7,July
8474683,Derek,Grant,CAN,Abbotsford,1990-04-20,4,April
8476386,Shane,Prince,USA,Rochester,1992-11-16,11,November
8475661,Dave,Dziurzynski,CAN,Lloydminster,1989-10-06,10,October
8476477,Matt,Puempel,CAN,Windsor,1993-01-24,1,January
8476474,Stefan,Noesen,USA,Plano,1993-02-12,2,February
8476879,Cody,Ceci,CAN,Ottawa,1993-12-21,12,December
8474855,Nathan,Lawson,CAN,Calgary,1983-09-29,9,September
8474697,Mark,Borowiecki,CAN,Ottawa,1989-07-12,7,July
8469514,Peter,Budaj,SVK,Banská Bystrica,1982-09-18,9,September
8467336,Mike,Rupp,USA,Cleveland,1980-01-13,1,January
8470104,Tom,Gilbert,USA,Bloomington,1983-01-10,1,January
8470153,Pierre-Marc,Bouchard,CAN,Sherbrooke,1984-04-27,4,April
8474716,Jared,Spurgeon,CAN,Edmonton,1989-11-29,11,November
8473504,Cal,Clutterbuck,CAN,Welland,1987-11-18,11,November
8475722,Jason,Zucker,USA,Newport Beach,1992-01-16,1,January
8473992,Justin,Falk,CAN,Snowflake,1988-10-11,10,October
8476463,Jonas,Brodin,SWE,Karlstad,1993-07-12,7,July
8469459,Mikko,Koivu,FIN,Turku,1983-03-12,3,March
8470803,Kyle,Brodziak,CAN,St. Paul,1984-05-25,5,May
8470886,Clayton,Stoner,CAN,Port McNeill,1985-02-19,2,February
8475613,Nate,Prosser,USA,Elk River,1986-05-07,5,May
8469820,Zenon,Konopka,CAN,Niagara on the Lake,1981-01-02,1,January
8469548,Ray,Emery,CAN,Hamilton,1982-09-28,9,September
8469506,Jason,Pominville,USA,Repentigny,1982-11-30,11,November
8474618,Marco,Scandella,CAN,Montreal,1990-02-23,2,February
8470216,Josh,Harding,CAN,Regina,1984-06-18,6,June
8475745,Charlie,Coyle,USA,E. Weymouth,1992-03-02,3,March
8464989,Matt,Cullen,USA,Virginia,1976-11-02,11,November
8473404,Niklas,Backstrom,FIN,Helsinki,1978-02-13,2,February
8475798,Mikael,Granlund,FIN,Oulu,1992-02-26,2,February
8469542,Stephane,Veilleux,CAN,Beauceville,1981-11-16,11,November
8471352,Jake,Dowell,USA,Eau Claire,1985-03-04,3,March
8475757,Brett,Bulmer,CAN,Prince George,1992-04-26,4,April
8470074,Jeff,Deslauriers,CAN,St-Jean-Richelieu,1984-05-15,5,May
8474077,Carson,McMillan,CAN,Brandon,1988-09-10,9,September
8471885,Chad,Rau,USA,Eden Prairie,1987-01-18,1,January
8476856,Matt,Dumba,CAN,Regina,1994-07-25,7,July
8475311,Darcy,Kuemper,CAN,Saskatoon,1990-05-05,5,May
8476481,Zack,Phillips,CAN,Fredericton,1992-10-28,10,October
8476235,Justin,Fontaine,CAN,Bonnyville,1987-11-06,11,November
8473445,Kyle,Medvec,USA,Westminster,1988-06-16,6,June
8473618,Mathieu,Perreault,CAN,Drummondville,1988-01-05,1,January
8469639,Brooks,Laich,CAN,Wawota,1983-06-23,6,June
8459429,Jason,Arnott,CAN,Collingwood,1974-10-11,10,October
8474590,John,Carlson,USA,Natick,1990-01-10,1,January
8471242,Mike,Green,CAN,Calgary,1985-10-12,10,October
8471240,Jeff,Schultz,CAN,Calgary,1986-02-25,2,February
8464979,Marco,Sturm,DEU,Dingolfing,1978-09-08,9,September
8468611,Matt,Hendricks,USA,Blaine,1981-06-17,6,June
8466158,Scott,Hannan,CAN,Richmond,1979-01-23,1,January
8467365,John,Erskine,CAN,Kingston,1980-06-26,6,June
8470159,Boyd,Gordon,CAN,Unity,1983-10-19,10,October
8473991,Karl,Alzner,CAN,Burnaby,1988-09-24,9,September
8470120,Alexander,Semin,RUS,Krasnojarsk,1984-03-03,3,March
8469770,Dennis,Wideman,CAN,Kitchener,1983-03-20,3,March
8468846,Tyler,Sloan,CAN,Calgary,1981-03-15,3,March
8465059,Matt,Bradley,CAN,Stittsville,1978-06-13,6,June
8473913,Sean,Collins,USA,Troy,1983-10-30,10,October
8473911,Steven,Pinizzotto,CAN,Mississauga,1984-04-26,4,April
8471214,Alex,Ovechkin,RUS,Moscow,1985-09-17,9,September
8474651,Braden,Holtby,CAN,Lloydminster,1989-09-16,9,September
8473563,Nicklas,Backstrom,SWE,Gävle,1987-11-23,11,November
8471780,Patrick,McNeill,CAN,Strathroy,1987-03-17,3,March
8470294,DJ,King,CAN,Meadow Lake,1984-06-27,6,June
8474291,Jay,Beagle,CAN,Calgary,1985-10-16,10,October
8473607,Michal,Neuvirth,CZE,Ústí nad Labem,1988-03-23,3,March
8458590,Mike,Knuble,USA,Toronto,1972-07-04,7,July
8466251,Jason,Chimera,CAN,Edmonton,1979-05-02,5,May
8470611,Eric,Fehr,CAN,Winkler,1985-09-07,9,September
8475149,Marcus,Johansson,SWE,Landskrona,1990-10-06,10,October
8473936,Kirk,MacDonald,CAN,Victoria,1983-12-18,12,December
8475683,Sergei,Bobrovsky,RUS,Novokuznetsk,1988-09-20,9,September
8474551,Ville,Leino,FIN,Savonlinna,1983-10-06,10,October
8475283,Lane,MacDermid,USA,Hartford,1989-08-25,8,August
8467408,Matt,Walker,CAN,Beaverlodge,1980-04-07,4,April
8475080,Johan,Backlund,SWE,Skellefteå,1981-07-24,7,July
8474636,Michael,Hutchinson,CAN,Barrie,1990-03-02,3,March
8467361,Blair,Betts,CAN,Edmonton,1980-02-16,2,February
8459424,Chris,Pronger,CAN,Dryden,1974-10-10,10,October
8470597,Nikolay,Zherdev,RUS,Kiev,1984-11-05,11,November
8470996,Danny,Syvret,CAN,Millgrove,1985-06-13,6,June
8474163,Kevin,Marshall,CAN,Boucherville,1989-03-10,3,March
8473550,Andrew,Bodnarchuk,CAN,Drumheller,1988-07-11,7,July
8474045,Zach,Hamill,CAN,Vancouver,1988-09-23,9,September
8466145,Nick,Boynton,CAN,Nobleton,1979-01-14,1,January
8473556,Yury,Alexandrov,RUS,Cherepovets,1988-06-24,6,June
8475614,Mike,Testwuide,USA,Vail,1987-02-05,2,February
8458637,Sean,O'Donnell,CAN,Ottawa,1971-10-13,10,October
8467905,Michael,Ryan,USA,Boston,1980-05-16,5,May
8462052,Brian,Boucher,USA,Woonsocket,1977-01-02,1,January
8471346,Kris,Versteeg,CAN,Lethbridge,1986-05-13,5,May
8473568,Andreas,Nodl,AUT,Vienna,1987-02-28,2,February
8476406,Nick,Shore,USA,Denver,1992-09-26,9,September
8467890,Barret,Jackman,CAN,Trail,1981-03-05,3,March
8473534,Patrik,Berglund,SWE,Västerås,1988-06-02,6,June
8471710,Taylor,Chorney,USA,Thunder Bay,1987-04-27,4,April
8474031,Kevin,Shattenkirk,USA,New Rochelle,1989-01-29,1,January
8474596,Jake,Allen,CAN,Fredericton,1990-08-07,8,August
8469480,Jeff,Woywitka,CAN,Vermilion,1983-09-01,9,September
8470151,Jay,Bouwmeester,CAN,Edmonton,1983-09-27,9,September
8469685,Andrew,Murray,CAN,Selkirk,1981-11-06,11,November
8471729,Kris,Russell,CAN,Caroline,1987-05-02,5,May
8475768,Jaden,Schwartz,CAN,Wilcox,1992-06-25,6,June
8470871,Chris,Porter,CAN,Toronto,1984-05-29,5,May
8475765,Vladimir,Tarasenko,RUS,Yaroslavl,1991-12-13,12,December
8474634,Evgeny,Grachev,RUS,Khabarovsk,1990-02-21,2,February
8471490,Adam,Cracknell,CAN,Prince Albert,1985-07-15,7,July
8467917,Jordan,Leopold,USA,Golden Valley,1980-08-03,8,August
8471817,Ryan,Reaves,CAN,Winnipeg,1987-01-20,1,January
8470880,Brian,Elliott,CAN,Newmarket,1985-04-09,4,April
8474565,Alex,Pietrangelo,CAN,King City,1990-01-18,1,January
8471698,T.J.,Oshie,USA,Everett,1986-12-23,12,December
8473485,Chris,Stewart,CAN,Toronto,1987-10-30,10,October
8474013,Ian,Cole,USA,Ann Arbor,1989-02-21,2,February
8468434,Andy,McDonald,CAN,Strathroy,1977-08-25,8,August
8467344,Robyn,Regehr,CAN,Recife,1980-04-19,4,April
8475825,Jani,Hakanpaa,FIN,Kirkkonummi,1992-03-31,3,March
8470655,David,Backes,USA,Minneapolis,1984-05-01,5,May
8476436,Dmitrij,Jaskin,CZE,Omsk,1993-03-23,3,March
8470257,Alexander,Steen,SWE,Winnipeg,1984-03-01,3,March
8471743,Vladimir,Sobotka,CZE,Trebic,1987-07-02,7,July
8471392,Roman,Polak,CZE,Ostrava,1986-04-28,4,April
8474184,Keaton,Ellerby,CAN,Strathmore,1988-11-05,11,November
8474102,David,Perron,CAN,Sherbrooke,1988-05-28,5,May
8475234,J-F,Berube,CAN,Repentigny,1991-07-13,7,July
8474626,Robert,Czarnik,USA,Detroit,1990-01-25,1,January
8476772,Brian,O'Neill,USA,Yardley,1988-06-01,6,June
8475295,Brandon,Kozun,USA,Los Angeles,1990-03-08,3,March
8475738,Jordan,Weal,CAN,North Vancouver,1992-04-15,4,April
8476871,Tanner,Pearson,CAN,Kitchener,1992-08-10,8,August
8475235,Nicolas,Deslauriers,CAN,LaSalle,1991-02-22,2,February
8471476,Daniel,Winnik,CAN,Toronto,1985-03-06,3,March
8470860,Jaroslav,Halak,SVK,Bratislava,1985-05-13,5,May
8468213,Jim,Vandermeer,CAN,Caroline,1980-02-21,2,February
8474001,TJ,Galiardi,CAN,Calgary,1988-04-22,4,April
8470647,B.J.,Crombeen,USA,Denver,1985-07-10,7,July
8459457,Jamie,Langenbrunner,USA,Cloquet,1975-07-24,7,July
8471851,Matt,D'Agostini,CAN,Sault Ste. Marie,1986-10-23,10,October
8468515,Brad,Winchester,USA,Madison,1981-03-01,3,March
8465005,Colin,White,CAN,New Glasgow,1977-12-12,12,December
8470613,Brent,Burns,CAN,Barrie,1985-03-09,3,March
8467899,Martin,Havlat,CZE,Mlada Boleslav,1981-04-19,4,April
8471842,Tim,Kennedy,USA,Buffalo,1986-04-30,4,April
8471774,Alex,Stalock,USA,St. Paul,1987-07-28,7,July
8474531,Mike,Moore,CAN,Lloydminster,1984-12-12,12,December
8471677,Jack,Johnson,USA,Indianapolis,1987-01-13,1,January
8460496,Ryan,Smyth,CAN,Banff,1976-02-21,2,February
8474114,Oscar,Moller,SWE,Stockholm,1989-01-22,1,January
8467511,Antero,Niittymaki,FIN,Turku,1980-06-18,6,June
8471386,Scott,Parse,USA,Portage,1984-09-05,9,September
8468700,Paul,Gaustad,USA,Fargo,1982-02-03,2,February
8472368,Chris,Conner,USA,Westland,1983-12-23,12,December
8459628,Hal,Gill,USA,Concord,1975-04-06,4,April
8474519,Jack,Hillen,USA,Minnetonka,1986-01-24,1,January
8475772,Riley,Sheahan,CAN,St. Catharines,1991-12-07,12,December
8471450,Brandon,Yip,CAN,Vancouver,1985-04-25,4,April
8475176,Ryan,Ellis,CAN,Hamilton,1991-01-03,1,January
8469732,Joey,MacDonald,CAN,Pictou,1980-02-07,2,February
8470603,Andrei,Kostitsyn,BLR,Novopolotsk,1985-02-03,2,February
8474600,Roman,Josi,CHE,Bern,1990-06-01,6,June
8475268,Gabriel,Bourque,CAN,Rimouski,1990-09-23,9,September
8475225,Craig,Smith,USA,Madison,1989-09-05,9,September
8471228,Alexander,Radulov,RUS,Nizhny Tagil,1986-07-05,7,July
8467977,Brian,McGrattan,CAN,Hamilton,1981-09-02,9,September
8474552,Fabian,Brunnstrom,SWE,Jonstorp,1985-02-06,2,February
8474591,Tom,McCollum,USA,Amherst,1989-12-07,12,December
8475802,Louis-Marc,Aubry,CAN,Arthabaska,1991-11-11,11,November
8474873,Brian,Lashoff,USA,Albany,1990-07-16,7,July
8474874,Travis,Ehrhardt,CAN,Calgary,1989-04-12,4,April
8468090,Garnet,Exelby,CAN,Craik,1981-08-16,8,August
8474815,Francis,Pare,CAN,Lemoyne,1987-06-30,6,June
8467332,Bryan,Allen,CAN,Kingston,1980-08-21,8,August
8462041,Radek,Dvorak,CZE,Tabor,1977-03-09,3,March
8475758,Devante,Smith-Pelly,CAN,Scarborough,1992-06-14,6,June
8473972,Jonas,Hiller,CHE,Felben Wellhausen,1982-02-12,2,February
8473933,Ben,Lovejoy,USA,Concord,1984-02-20,2,February
8471676,Bobby,Ryan,USA,Cherry Hill,1987-03-17,3,March
8470621,Corey,Perry,CAN,Peterborough,1985-05-16,5,May
8472370,Jordan,Hendry,CAN,Lanigan,1984-02-23,2,February
8475883,Frederik,Andersen,DNK,Herning,1989-10-02,10,October
8475162,Mat,Clark,USA,Wheat Ridge,1990-10-17,10,October
8469483,David,Steckel,USA,Milwaukee,1982-03-15,3,March
8474034,Patrick,Maroon,USA,St. Louis,1988-04-23,4,April
8467400,Francois,Beauchemin,CAN,Sorel,1980-06-04,6,June
8470317,Nate,Guenin,USA,Aliquippa,1982-12-10,12,December
8468695,Matthew,Lombardi,CAN,Montreal,1982-03-18,3,March
8471521,Brad,Staubitz,CAN,Edmonton,1984-07-28,7,July
8475764,Cam,Fowler,USA,Windsor,1991-12-05,12,December
8476854,Hampus,Lindholm,SWE,Helsingborg,1994-01-20,1,January
8476384,Max,Friberg,SWE,Skovde,1992-11-20,11,November
8475770,Emerson,Etem,USA,Long Beach,1992-06-16,6,June
8460561,Sheldon,Souray,CAN,Elk Point,1976-07-13,7,July
8474009,Nick,Bonino,USA,Hartford,1988-04-20,4,April
8471699,Andrew,Cogliano,CAN,Toronto,1987-06-14,6,June
8475222,Sami,Vatanen,FIN,Jyväskylä,1991-06-03,6,June
8476434,John,Gibson,USA,Pittsburgh,1993-07-14,7,July
8475180,Peter,Holland,CAN,Toronto,1991-01-14,1,January
8459442,Saku,Koivu,FIN,Turku,1974-11-23,11,November
8465042,Toni,Lydman,FIN,Lahti,1977-09-25,9,September
8457981,Teemu,Selanne,FIN,Helsinki,1970-07-03,7,July
8470612,Ryan,Getzlaf,CAN,Regina,1985-05-10,5,May
8474579,Luca,Sbisa,CHE,Ozieri,1990-01-30,1,January
8473492,Matt,Beleskey,CAN,Windsor,1988-06-07,6,June
8477215,Danny,DeKeyser,USA,Detroit,1990-03-07,3,March
8475151,Kyle,Palmieri,USA,Smithtown,1991-02-01,2,February
8476483,Rickard,Rakell,SWE,Sundbyberg,1993-05-05,5,May
8475251,Igor,Bobkov,RUS,Surgut,1991-01-02,1,January
8471428,Pierre-Luc,Letourneau-Leblond,CAN,Levis,1985-06-04,6,June
8466285,Brian,Campbell,CAN,Strathroy,1979-05-23,5,May
8458543,Jassen,Cullimore,CAN,Simcoe,1972-12-04,12,December
8460527,Ryan,Johnson,CAN,Thunder Bay,1976-06-14,6,June
8470084,Hannu,Toivonen,FIN,Kalvola,1984-05-18,5,May
8470329,Chris,Campoli,CAN,Mississauga,1984-07-09,7,July
8465170,Fernando,Pisani,CAN,Edmonton,1976-12-27,12,December
8468518,Tomas,Kopecky,SVK,Ilava,1982-02-05,2,February
8468510,Jeff,Taffe,USA,Hastings,1981-02-19,2,February
8471426,Troy,Brouwer,CAN,Vancouver,1985-08-17,8,August
8473722,John,Scott,CAN,Edmonton,1982-09-26,9,September
8475095,Alec,Richards,USA,Robbinsdale,1987-06-29,6,June
8475074,Brian,Connelly,USA,Bloomington,1986-06-10,6,June
8473970,Rob,Klinkhammer,CAN,Lethbridge,1986-08-12,8,August
8471239,Cory,Schneider,USA,Marblehead,1986-03-18,3,March
8474628,Michael,Stone,CAN,Winnipeg,1990-06-07,6,June
8475839,Louis,Domingue,CAN,St-Hyacinthe,1992-03-06,3,March
8471232,Lauri,Korpikoski,FIN,Turku,1986-07-28,7,July
8476206,Andy,Miele,USA,Grosse Pointe Woods,1988-04-15,4,April
8474107,Maxim,Goncharov,RUS,Moscow,1989-06-15,6,June
8471680,Gilbert,Brule,CAN,Edmonton,1987-01-01,1,January
8462036,Daymond,Langkow,CAN,Edmonton,1976-09-27,9,September
8462038,Shane,Doan,CAN,Halkirk,1976-10-10,10,October
8468535,Antoine,Vermette,CAN,St. Agapit,1982-07-20,7,July
8470713,Paul,Bissonnette,CAN,Welland,1985-03-11,3,March
8470719,Alexandre,Bolduc,CAN,Montreal,1985-06-26,6,June
8473589,Chris,Summers,USA,Ann Arbor,1988-02-05,2,February
8458537,Ray,Whitney,CAN,Fort Saskatchewan,1972-05-08,5,May
8473673,David,Schlemko,CAN,Edmonton,1987-05-07,5,May
8471691,Martin,Hanzal,CZE,Pisek,1987-02-20,2,February
8464966,Derek,Morris,CAN,Edmonton,1978-08-24,8,August
8475171,Oliver,Ekman-Larsson,SWE,Karlskrona,1991-07-17,7,July
8459053,Adrian,Aucoin,CAN,Ottawa,1973-07-03,7,July
8471735,Keith,Yandle,USA,Boston,1986-09-09,9,September
8468484,Rostislav,Klesla,CZE,Novy Jicin,1982-03-21,3,March
8468085,Radim,Vrbata,CZE,Mlada Boleslav,1981-06-13,6,June
8474720,Brett,Hextall,USA,Philadelphia,1988-04-02,4,April
8475216,Ethan,Werek,CAN,Markham,1991-06-07,6,June
8475224,Jordan,Szwarz,CAN,Burlington,1991-05-14,5,May
8476473,Connor,Murphy,USA,Dublin,1993-03-26,3,March
8474571,Mikkel,Boedker,DNK,Brondby,1989-12-16,12,December
8475182,David,Rundblad,SWE,Lycksele,1990-10-08,10,October
8474050,Brett,MacLean,CAN,London,1988-12-24,12,December
8471821,Matt,Watkins,CAN,Aylesbury,1986-11-22,11,November
8471302,Justin,Pogge,CAN,Fort McMurray,1986-04-22,4,April
8471231,Kyle,Chipchura,CAN,Westlock,1986-02-19,2,February
8473658,Victor,Bartley,CAN,Ottawa,1988-02-17,2,February
8471483,Kyle,Wilson,CAN,Oakville,1984-12-15,12,December
8474092,Jeremy,Smith,USA,Dearborn,1989-04-13,4,April
8468540,Dan,Ellis,CAN,Saskatoon,1980-06-19,6,June
8467844,Jason,Blake,USA,Moorhead,1973-09-02,9,September
8459587,Todd,Marchant,USA,Buffalo,1973-08-12,8,August
8468095,George,Parros,USA,Washington,1979-12-29,12,December
8474598,Nicolas,Deschamps,CAN,LaSalle,1990-01-06,1,January
8474646,Brandon,McMillan,CAN,Richmond,1990-03-22,3,March
8467393,Jarkko,Ruutu,FIN,Helsinki,1975-08-23,8,August
8467304,Andy,Sutton,CAN,Kingston,1975-03-10,3,March
8468598,Lubomir,Visnovsky,SVK,Topolcany,1976-08-11,8,August
8475105,Dan,Sexton,USA,Apple Valley,1987-04-29,4,April
8464984,Josh,Green,CAN,Camrose,1977-11-16,11,November
8474765,Anders,Lindback,SWE,Gävle,1988-05-03,5,May
8459596,Andrew,Brunette,CAN,Sudbury,1973-08-24,8,August
8471279,Sami,Lepisto,FIN,Espoo,1984-10-17,10,October
8459461,Brendan,Morrison,CAN,Pitt Meadows,1975-08-15,8,August
8474103,Joe,Lavin,USA,Worcester,1989-07-17,7,July
8474709,Matt,Martin,CAN,Windsor,1989-05-08,5,May
8467931,Matt,Carkner,CAN,Winchester,1980-11-03,11,November
8468101,Radek,Martinek,CZE,Havlickuv Brod,1976-08-31,8,August
8470144,Frans,Nielsen,DNK,Herning,1984-04-24,4,April
8475314,Anders,Lee,USA,Edina,1990-07-03,7,July
8475754,Brock,Nelson,USA,Warroad,1991-10-15,10,October
8474666,David,Ullstrom,SWE,Jönköping,1989-04-22,4,April
8475166,John,Tavares,CAN,Mississauga,1990-09-20,9,September
8473584,Andrew,MacDonald,CAN,Judique,1986-09-07,9,September
8476458,Ryan,Strome,CAN,Mississauga,1993-07-11,7,July
8473546,Michael,Grabner,AUT,Villach,1987-10-05,10,October
8475177,Calvin,de Haan,CAN,Carp,1991-05-09,5,May
8464967,Marty,Reasoner,USA,Honeoye Falls,1977-02-26,2,February
8469779,Keith,Aucoin,USA,Waltham,1978-11-06,11,November
8474604,Aaron,Ness,USA,Roseau,1990-05-18,5,May
8470644,Colin,McDonald,USA,Wethersfield,1984-09-30,9,September
8473514,Jesse,Joensuu,FIN,Pori,1987-10-05,10,October
8474573,Josh,Bailey,CAN,Bowmanville,1989-10-02,10,October
8474690,Kevin,Poulin,CAN,Montreal,1990-04-12,4,April
8473565,Brian,Strait,USA,Waltham,1988-01-04,1,January
8474659,Matt,Donovan,USA,Edmond,1990-05-09,5,May
8473449,Kyle,Okposo,USA,St. Paul,1988-04-16,4,April
8471701,Joe,Finley,USA,Edina,1987-06-29,6,June
8474612,Travis,Hamonic,CAN,St. Malo,1990-08-16,8,August
8470852,Matt,Moulson,CAN,North York,1983-11-01,11,November
8476367,John,Persson,SWE,Ostersund,1992-05-18,5,May
8476445,Johan,Sundstrom,SWE,Gothenburg,1992-09-21,9,September
8475195,Anders,Nilsson,SWE,Lulea,1990-03-19,3,March
8475231,Casey,Cizikas,CAN,Toronto,1991-02-27,2,February
8460705,Evgeni,Nabokov,RUS,Kamenogorsk,1975-07-25,7,July
8468309,Mark,Streit,CHE,Bern,1977-12-11,12,December
8468504,Brad,Boyes,CAN,Mississauga,1982-04-17,4,April
8471234,Wojtek,Wolski,CAN,Zabrze,1986-02-24,2,February
8467371,Mike,Ribeiro,CAN,Montreal,1980-02-10,2,February
8475619,Aaron,Volpatti,CAN,Revelstoke,1985-05-30,5,May
8476162,Steve,Oleksy,USA,Chesterfield,1986-02-04,2,February
8475831,Philipp,Grubauer,DEU,Rosenheim,1991-11-25,11,November
8475200,Dmitry,Orlov,RUS,Novokuznetsk,1991-07-23,7,July
8477220,Nate,Schmidt,USA,St. Cloud,1991-07-16,7,July
8470156,Joey,Crabb,USA,Anchorage,1983-04-03,4,April
8474649,Tomas,Kundratek,CZE,Prerov,1989-12-26,12,December
8476799,Cameron,Schilling,USA,Carmel,1988-10-07,10,October
8476880,Tom,Wilson,CAN,Toronto,1994-03-29,3,March
8475690,Christopher,Tanev,CAN,Toronto,1989-12-20,12,December
8475663,Eddie,Lack,SWE,Norrtälje,1988-01-05,1,January
8473488,Sergei,Shirokov,RUS,Moscow,1986-03-10,3,March
8473931,Lee,Sweatt,USA,Elburn,1985-08-13,8,August
8467334,Manny,Malhotra,CAN,Mississauga,1980-05-18,5,May
8474668,Dale,Weise,CAN,Winnipeg,1988-08-05,8,August
8471752,Marc-Andre,Gragnani,CAN,Montreal,1987-03-11,3,March
8465192,Samuel,Pahlsson,SWE,Ange,1977-12-17,12,December
8470700,Byron,Bitz,CAN,Saskatoon,1984-07-21,7,July
8473682,Andrew,Ebbett,CAN,Vernon,1983-01-02,1,January
8471266,David,Booth,USA,Detroit,1984-11-24,11,November
8475178,Zack,Kassian,CAN,Windsor,1991-01-24,1,January
8477073,Kurtis,MacDermid,CAN,Sauble Beach,1994-03-25,3,March
8470618,Anthony,Stewart,CAN,LaSalle,1985-01-05,1,January
8473541,Jonathan,Bernier,CAN,Laval,1988-08-07,8,August
8460500,Nolan,Baumgartner,CAN,Calgary,1976-03-23,3,March
8473914,Mark,Letestu,CAN,Elk Point,1985-02-04,2,February
8473533,Jordan,Staal,CAN,Thunder Bay,1988-09-10,9,September
8469760,Zbynek,Michalek,CZE,Jindrichuv Hradec,1982-12-23,12,December
8467964,Mike,Comrie,CAN,Edmonton,1980-09-11,9,September
8468252,Eric,Godard,CAN,Vernon,1980-03-07,3,March
8458529,Alex,Kovalev,RUS,Togliatti,1973-02-24,2,February
8474025,Eric,Tangradi,USA,Philadelphia,1989-02-10,2,February
8462161,Brent,Johnson,USA,Farmington,1977-03-12,3,March
8470966,Mark,Giordano,CAN,Toronto,1983-10-03,10,October
8475878,Freddie,Hamilton,CAN,Toronto,1992-01-01,1,January
8477935,Sam,Bennett,CAN,Holland Landing,1996-06-20,6,June
8473434,Chad,Johnson,CAN,Saskatoon,1986-06-10,6,June
8474642,Lance,Bouma,CAN,Provost,1990-03-25,3,March
8474673,TJ,Brodie,CAN,Chatham,1990-06-07,6,June
8476312,Josh,Manson,CAN,Hinsdale,1991-10-07,10,October
8477941,Nick,Ritchie,CAN,Orangeville,1995-12-05,12,December
8474150,Mikael,Backlund,SWE,Vasteras,1989-03-17,3,March
8475163,Alex,Chiasson,CAN,Montreal,1990-10-01,10,October
8475780,Chris,Wagner,USA,Walpole,1991-05-27,5,May
8473560,Korbinian,Holzer,DEU,Munich,1988-02-16,2,February
8478131,Ondrej,Kase,CZE,Kadan,1995-11-08,11,November
8475907,Micheal,Ferland,CAN,Swan River,1992-04-20,4,April
8477508,Curtis,Lazar,CAN,Salmon Arm,1995-02-02,2,February
8471766,Jared,Boll,USA,Charlotte,1986-05-13,5,May
8477447,Shea,Theodore,CAN,Langley,1995-08-03,8,August
8477986,Brandon,Montour,CAN,Brantford,1994-04-11,4,April
8476400,Logan,Shaw,CAN,Glace Bay,1992-10-05,10,October
8476346,Johnny,Gaudreau,USA,Salem,1993-08-13,8,August
8479314,Matthew,Tkachuk,USA,Scottsdale,1997-12-11,12,December
8477497,Sean,Monahan,CAN,Brampton,1994-10-12,10,October
8470162,Matt,Stajan,CAN,Mississauga,1983-12-19,12,December
8476903,Jon,Gillies,USA,Concord,1994-01-22,1,January
8471879,Kyle,Cumiskey,CAN,Abbotsford,1986-12-02,12,December
8476806,J.T.,Brown,USA,Burnsville,1990-07-02,7,July
8471750,Ben,Bishop,USA,Denver,1986-11-21,11,November
